# g;omega_d;r_re_0;r_im_0;r_re_1;r_im_1;last_population_1_0;last_population_1_1;last_population_2_0;last_population_2_1;last_res_population_0;last_res_population_1
54.200000000000003;5002.4328483784393;-0.031073538594295291;0.99954534341053103;-0.059940028371952447;-0.91366675703502298;0.02388408810825652;0.96306318731903129;0;0;8.2393645132518927;8.4763263078973203
54.300000000000004;5002.4418124994181;-0.027402638887609854;0.99965397859448757;-0.056324172598863465;-0.91353477385791226;0.023886441315429018;0.96289992974297189;0;0;8.2100070576823612;8.4474199758349346
54.400000000000006;5002.450793035061;-0.023737487163766335;0.99974893123895636;-0.052713503929575189;-0.91338972625880799;0.023888462645356778;0.96273625668545515;0;0;8.1806952707337466;8.4185548272435824
54.5;5002.4597904059046;-0.020079047776815795;0.99983024717111812;-0.049107294900065934;-0.91323172821418597;0.023890174185169789;0.96257216099250198;0;0;8.1514368433553841;8.3897250062951656
54.600000000000001;5002.4688042084226;-0.016426548902828353;0.99989801494901043;-0.04550640255144911;-0.91306079670531792;0.023891557942720819;0.96240765076158385;0;0;8.1222255987642562;8.3609373801728442
54.700000000000003;5002.4778345514533;-0.012780297262714679;0.99995229697287336;-0.041910697209536441;-0.91287701032527313;0.023892620866902761;0.96224272462095961;0;0;8.0930639757417353;8.332190893808157
54.800000000000004;5002.4868814509828;-0.0091404028625370337;0.99999316138387695;-0.038320227530505679;-0.91268043671608101;0.023893365404989486;0.96207738292464584;0;0;8.0639528422251416;8.3034859244355648
54.900000000000006;5002.4959449147073;-0.005506957271374624;1.0000206774219964;-0.034735057530802305;-0.91247114287803721;0.023893793614524435;0.9619116261876357;0;0;8.0348929193563823;8.2748229730806049
55;5002.5050249386477;-0.0018800269361269883;1.0000349151095806;-0.03115527270898566;-0.91224919524773163;0.023893906997777783;0.96174545514941057;0;0;8.0058847280873007;8.2462027137596063
55.100000000000001;5002.5141215209424;0.0017403180146859931;1.0000359448409055;-0.027580953704485545;-0.91201466101651718;0.023893707173963562;0.9615788705175855;0;0;7.9769288192815964;8.2176257819744869
55.200000000000003;5002.5232346685452;0.0053539901953314484;1.000023837525045;-0.024012163950307919;-0.9117676084102706;0.023893196203982864;0.96141187284480556;0;0;7.9480258821845045;8.1890926755547397
55.300000000000004;5002.532364360115;0.0089609609387999445;0.99999866424479711;-0.020449018938367036;-0.91150810455916842;0.023892374783960904;0.96124446321501156;0;0;7.9191761374981944;8.160604310974449
55.400000000000006;5002.5415357876191;0.012509921123696977;0.99996112608708598;-0.016844907859077995;-0.9112372475678876;0.023892472483220482;0.96107617597662276;0;0;7.8907894784533124;8.131786296020028
55.5;5002.5320329983524;0.053177684935317382;0.99862904977594491;-0.048441624307006048;-0.90964367489225095;0.022999001822624467;0.96126089832055972;0;0;7.565826708396969;8.3856547770380843
55.600000000000001;5002.5143546530489;0.1071538793211777;0.9942757265549399;-0.097552213869930959;-0.90519696071342692;0.021775946796569037;0.96162620388575792;0;0;7.1344016703748316;8.7800054335860978
55.700000000000003;5002.5073691453772;0.13926087520746577;0.99027392873115394;-0.12672786352010834;-0.90114893383593619;0.021073532967077886;0.96179370109494533;0;0;6.8776969307599582;9.014260891170478
55.800000000000004;5002.5037782811432;0.16436818351453741;0.98640201677775574;-0.14951195331798917;-0.89724604179396927;0.020535942882425148;0.96189846021626968;0;0;6.6769261332358187;9.1971979698432413
55.900000000000006;5002.502093500817;0.18553917721433155;0.98262552338465081;-0.16866954949304258;-0.89345100818342904;0.020090251802713847;0.96196788950639345;0;0;6.5076188322458055;9.3510234230022924
56;5002.5015305024144;0.2043246201653337;0.97887878768845438;-0.18571003262299657;-0.88968060230646562;0.019699482711739234;0.96201703833217345;0;0;6.357385461491635;9.4878554938873325
56.100000000000001;5002.501921355888;0.22114520877630495;0.97520512408756055;-0.2009030515053718;-0.88599434219888229;0.019353935319467747;0.96204838585786756;0;0;6.2228674244034252;9.6098616978843552
56.200000000000003;5002.5029541911781;0.23659675283969372;0.97156249572860975;-0.21486775730308039;-0.88233624517997011;0.019039404788148428;0.96206812785586981;0;0;6.0993036470614657;9.7220115307738109
